사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2018-04,1호선,0150,서울역,"1,427,138","1,387,224","224,481","223,411",2018-05-03 13:29:43
2018-04,1호선,0151,시청,"644,945","637,296","96,564","95,277",2018-05-03 13:29:43
2018-04,1호선,0152,종각,"1,147,257","1,086,041","154,596","144,779",2018-05-03 13:29:43
2018-04,1호선,0153,종로3가,"656,178","605,968","372,288","344,689",2018-05-03 13:29:43
2018-04,1호선,0154,종로5가,"521,940","530,823","281,886","270,067",2018-05-03 13:29:43
2018-04,1호선,0155,동대문,"332,301","378,774","137,779","144,167",2018-05-03 13:29:43
2018-04,1호선,0156,신설동,"372,199","365,588","124,461","120,704",2018-05-03 13:29:43
2018-04,1호선,0157,제기동,"294,639","289,500","340,425","362,545",2018-05-03 13:29:43
2018-04,1호선,0158,청량리(서울시립대입구),"496,842","520,489","321,677","325,002",2018-05-03 13:29:43
2018-04,1호선,0159,동묘앞,"176,340","189,767","151,831","152,560",2018-05-03 13:29:43
2018-04,2호선,0201,시청,"684,803","657,517","59,187","53,861",2018-05-03 13:29:43
2018-04,2호선,0202,을지로입구,"1,410,152","1,399,757","115,869","106,003",2018-05-03 13:29:43
2018-04,2호선,0203,을지로3가,"563,452","547,675","90,685","90,012",2018-05-03 13:29:43
2018-04,2호선,0204,을지로4가,"290,370","288,329","92,505","88,966",2018-05-03 13:29:43
2018-04,2호선,0205,동대문역사문화공원,"514,307","597,004","61,991","66,757",2018-05-03 13:29:43
2018-04,2호선,0206,신당,"361,887","383,370","106,512","109,274",2018-05-03 13:29:43
2018-04,2호선,0207,상왕십리,"365,010","345,754","68,612","69,467",2018-05-03 13:29:43
2018-04,2호선,0208,왕십리(성동구청),"558,390","442,158","59,920","50,826",2018-05-03 13:29:43
2018-04,2호선,0209,한양대,"398,479","464,115","16,271","17,394",2018-05-03 13:29:43
2018-04,2호선,0210,뚝섬,"469,633","503,094","66,054","66,477",2018-05-03 13:29:43
2018-04,2호선,0211,성수,"717,993","789,467","108,680","111,137",2018-05-03 13:29:43
2018-04,2호선,0212,건대입구,"1,299,498","1,419,539","98,725","103,629",2018-05-03 13:29:43
2018-04,2호선,0213,구의(광진구청),"628,554","605,437","106,785","108,600",2018-05-03 13:29:43
2018-04,2호선,0214,강변(동서울터미널),"1,267,015","1,252,904","151,776","148,572",2018-05-03 13:29:43
2018-04,2호선,0215,잠실나루,"437,075","419,040","94,069","94,648",2018-05-03 13:29:43
2018-04,2호선,0216,잠실(송파구청),"2,584,026","2,447,725","252,719","236,535",2018-05-03 13:29:43
2018-04,2호선,0217,잠실새내,"703,709","712,165","122,894","121,121",2018-05-03 13:29:43
2018-04,2호선,0218,종합운동장,"434,248","498,683","64,232","68,839",2018-05-03 13:29:43
2018-04,2호선,0219,삼성(무역센터),"1,640,663","1,699,167","124,318","116,947",2018-05-03 13:29:43
2018-04,2호선,0220,선릉,"1,462,516","1,254,405","213,427","184,829",2018-05-03 13:29:43
2018-04,2호선,0221,역삼,"1,254,642","1,396,106","155,304","158,260",2018-05-03 13:29:43
2018-04,2호선,0222,강남,"2,857,677","2,906,692","175,378","158,091",2018-05-03 13:29:43
2018-04,2호선,0223,교대(법원.검찰청),"950,552","1,076,301","168,325","187,721",2018-05-03 13:29:43
2018-04,2호선,0224,서초,"617,330","616,454","90,393","91,486",2018-05-03 13:29:43
2018-04,2호선,0225,방배,"587,788","605,660","83,270","82,690",2018-05-03 13:29:43
2018-04,2호선,0226,사당,"1,072,247","1,331,326","212,557","204,334",2018-05-03 13:29:43
2018-04,2호선,0227,낙성대,"829,062","793,989","114,584","116,409",2018-05-03 13:29:43
2018-04,2호선,0228,서울대입구(관악구청),"1,446,136","1,395,484","210,847","202,422",2018-05-03 13:29:43
2018-04,2호선,0229,봉천,"583,387","525,759","152,821","154,188",2018-05-03 13:29:43
2018-04,2호선,0230,신림,"1,918,210","1,866,445","247,642","255,087",2018-05-03 13:29:43
2018-04,2호선,0231,신대방,"762,144","714,542","136,754","139,346",2018-05-03 13:29:43
2018-04,2호선,0232,구로디지털단지,"1,754,952","1,748,301","173,988","175,569",2018-05-03 13:29:43
2018-04,2호선,0233,대림(구로구청),"803,926","828,139","120,217","124,979",2018-05-03 13:29:43
2018-04,2호선,0234,신도림,"1,630,879","1,626,753","211,549","202,645",2018-05-03 13:29:43
2018-04,2호선,0235,문래,"510,476","519,375","86,865","86,798",2018-05-03 13:29:43
2018-04,2호선,0236,영등포구청,"566,416","579,858","106,677","105,135",2018-05-03 13:29:43
2018-04,2호선,0237,당산,"594,927","678,806","72,145","78,519",2018-05-03 13:29:43
2018-04,2호선,0238,합정,"936,675","1,018,254","76,165","76,866",2018-05-03 13:29:43
2018-04,2호선,0239,홍대입구,"2,261,089","2,402,930","117,122","114,151",2018-05-03 13:29:43
2018-04,2호선,0240,신촌,"1,351,951","1,379,811","142,076","140,782",2018-05-03 13:29:43
2018-04,2호선,0241,이대,"610,497","651,524","69,019","70,610",2018-05-03 13:29:43
2018-04,2호선,0242,아현,"264,664","256,679","65,807","65,425",2018-05-03 13:29:43
2018-04,2호선,0243,충정로(경기대입구),"298,832","322,907","54,904","54,631",2018-05-03 13:29:43
2018-04,2호선,0244,용답,"69,777","72,386","17,239","16,917",2018-05-03 13:29:43
2018-04,2호선,0245,신답,"33,585","38,009","10,499","11,438",2018-05-03 13:29:43
2018-04,2호선,0246,신설동,"99,201","94,943","37,655","38,937",2018-05-03 13:29:43
2018-04,2호선,0247,도림천,"29,901","33,522","6,616","7,367",2018-05-03 13:29:43
2018-04,2호선,0248,양천구청,"170,942","179,144","46,715","48,304",2018-05-03 13:29:43
2018-04,2호선,0249,신정네거리,"236,280","240,131","66,521","67,877",2018-05-03 13:29:43
2018-04,2호선,0250,용두(동대문구청),"48,955","49,892","23,679","25,317",2018-05-03 13:29:43
2018-04,3호선,0309,지축,"27,979","31,133","11,512","14,203",2018-05-03 13:29:43
2018-04,3호선,0310,구파발,"532,355","490,053","104,267","97,929",2018-05-03 13:29:43
2018-04,3호선,0311,연신내,"1,040,599","976,069","276,188","266,580",2018-05-03 13:29:43
2018-04,3호선,0312,불광,"447,872","487,544","151,300","167,296",2018-05-03 13:29:43
2018-04,3호선,0313,녹번,"341,372","288,519","66,087","64,806",2018-05-03 13:29:43
2018-04,3호선,0314,홍제,"476,234","449,308","152,928","151,700",2018-05-03 13:29:43
2018-04,3호선,0315,무악재,"92,706","95,450","31,962","34,620",2018-05-03 13:29:43
2018-04,3호선,0316,독립문,"183,344","195,317","77,002","78,937",2018-05-03 13:29:43
2018-04,3호선,0317,경복궁(정부서울청사),"732,589","752,774","96,444","92,923",2018-05-03 13:29:43
2018-04,3호선,0318,안국,"691,706","731,706","128,951","140,795",2018-05-03 13:29:43
2018-04,3호선,0319,종로3가,"228,451","323,049","59,253","69,200",2018-05-03 13:29:43
2018-04,3호선,0320,을지로3가,"250,211","268,865","60,495","59,488",2018-05-03 13:29:43
2018-04,3호선,0321,충무로,80,0,2,0,2018-05-03 13:29:43
2018-04,3호선,0322,동대입구,"356,416","405,961","41,556","46,229",2018-05-03 13:29:43
2018-04,3호선,0323,약수,"352,383","341,156","88,674","86,267",2018-05-03 13:29:43
2018-04,3호선,0324,금호,"213,322","192,771","59,046","58,296",2018-05-03 13:29:43
2018-04,3호선,0325,옥수,"247,138","255,526","62,824","63,321",2018-05-03 13:29:43
2018-04,3호선,0326,압구정,"871,608","961,252","154,630","154,076",2018-05-03 13:29:43
2018-04,3호선,0327,신사,"883,543","959,300","74,658","72,047",2018-05-03 13:29:43
2018-04,3호선,0328,잠원,"156,064","149,520","37,275","36,342",2018-05-03 13:29:43
2018-04,3호선,0329,고속터미널,"1,631,781","1,546,380","191,415","185,088",2018-05-03 13:29:43
2018-04,3호선,0330,교대(법원.검찰청),"384,909","263,434","74,082","46,892",2018-05-03 13:29:43
2018-04,3호선,0331,남부터미널(예술의전당),"928,094","962,869","136,313","137,297",2018-05-03 13:29:43
2018-04,3호선,0332,양재(서초구청),"1,101,559","1,182,611","171,110","173,052",2018-05-03 13:29:43
2018-04,3호선,0333,매봉,"287,982","276,968","58,017","53,509",2018-05-03 13:29:43
2018-04,3호선,0334,도곡,"171,435","171,853","29,545","26,575",2018-05-03 13:29:43
2018-04,3호선,0335,대치,"310,850","301,730","63,414","60,988",2018-05-03 13:29:43
2018-04,3호선,0336,학여울,"79,919","84,094","19,989","19,942",2018-05-03 13:29:43
2018-04,3호선,0337,대청,"257,237","226,848","53,481","51,792",2018-05-03 13:29:43
2018-04,3호선,0338,일원,"229,326","230,585","61,108","62,705",2018-05-03 13:29:43
2018-04,3호선,0339,수서,"452,915","450,002","104,610","101,589",2018-05-03 13:29:43
2018-04,3호선,0340,가락시장,"240,935","232,017","74,614","73,118",2018-05-03 13:29:43
2018-04,3호선,0341,경찰병원,"192,521","189,973","40,869","41,211",2018-05-03 13:29:43
2018-04,3호선,0342,오금,"189,529","169,688","29,755","27,963",2018-05-03 13:29:43
2018-04,4호선,0409,당고개,"307,466","284,562","94,715","94,862",2018-05-03 13:29:43
2018-04,4호선,0410,상계,"541,323","474,270","121,128","118,997",2018-05-03 13:29:43
